review_id,college_id,college_name,review_text,date,source,rating,sentiment_score,word_count,mess_score,professor_score,campus_score,placements_score,infrastructure_score,overall_aspect_score
R0061,61,"Om Dayal Group of Institutions, Uluberia, Howrah","My experience at Om Dayal Group of Institutions, Uluberia, Howrah has been mixed, but insightful, reflecting its rank.
The official speed limit inside the campus is 20 km/h.
The lighting is dim lighting, making it difficult to study late.
The administrative response time from the teaching staff is extremely slow.
We suffered due to the poor communicator skills of several senior staff.
The ROI is poor ROI given the high tuition fees charged.
The washrooms are always clean washrooms and well-maintained.",2024-08-30,Quora,3,-0.94,51,5.0,3.0,9.0,1.0,5.0,4.6
R0062,62,"Pailan College of Management & Technology, Pailan Park","My experience at Pailan College of Management & Technology, Pailan Park has been mixed, but insightful, reflecting its rank.
Lectures were engaging, showing the genuine passion of the instructors.
Classrooms offer comfortable seating and good ventilation.
Our highest salary package has seen a significant jump this year.
The advertised data is unclear data and often misleading.
Lab timings are from 9 AM to 5 PM on weekdays.
We benefit from modern labs and a great library facility.",2024-12-14,StudentForum,3,0.97,45,5.0,5.0,8.0,5.0,7.5,6.1
R0063,63,"Ramkrishna Mahato Government Engineering College, Purulia","My experience at Ramkrishna Mahato Government Engineering College, Purulia has been mixed, but insightful, reflecting its rank.
There are leaky roofs in the older academic blocks that need urgent repair.
The plates and glasses are visibly unclean plates sometimes.
The evening snack options are incredibly limited and plain.
The hostel rooms are modern hostel rooms with good amenities.
The placement process feels unethical due to lack of transparency.
The administrative response time from the teaching staff is extremely slow.",2025-09-05,Shiksha,3,-0.76,52,5.0,3.0,8.0,5.0,5.0,5.2
R0064,64,"Rcc Institute of Information Technology, Kolkata","My experience at Rcc Institute of Information Technology, Kolkata has been mixed, but insightful, reflecting its rank.
There are limited options available for vegetarian students.
I often see flies everywhere near the serving counters.
The security measures are weak and often ignore obvious safety breaches.
The quality of oil used in cooking seems poor quality and oily.
The dining hall is rarely cleaned between meal times.
The library is too small and has slow wifi in the reading room.",2024-10-05,CollegeDunia,2,-0.78,50,2.5,3.0,6.0,1.0,3.5,3.2
R0065,65,"Regent Education and Research Foundation, Barasat, Kolkata","My experience at Regent Education and Research Foundation, Barasat, Kolkata has been mixed, but insightful, reflecting its rank.
Some faculty are unhelpful and seem to have low expectation for student output.
The cell operates under the guidance of the Dean of Student Affairs.
All classrooms are now digital classrooms with smart boards.
The dessert options are great desserts and well-received by students.
They are committed to finishing the syllabus on time and effectively.
I experienced negligence from a particular mentor regarding project guidance.",2025-03-17,Google Reviews,3,0.93,47,5.0,7.0,5.0,5.0,5.0,5.4
R0066,66,"Sanaka Education Trusts Group of Institutions, Durgapur, Burdwan","My experience at Sanaka Education Trusts Group of Institutions, Durgapur, Burdwan has been mixed, but insightful, reflecting its rank.
The washrooms are always clean washrooms and well-maintained.
I wish the professors were more encouraging instead of being overly critical.
The advertised data is unclear data and often misleading.
The infrastructure is insufficient to accommodate the increasing number of students.
The dinner serving time ends promptly at 10 PM.",2025-03-08,Quora,3,0.77,40,5.0,5.0,9.0,5.0,3.0,5.4
R0067,67,"Seacom Engineering College, Sankrail, Howrah","My experience at Seacom Engineering College, Sankrail, Howrah has been mixed, but insightful, reflecting its rank.
We have plenty of common areas with charging points and fast wifi.
They strictly adhere to hygienic standards in all preparation areas.
There are always healthy options available for fitness enthusiasts.
The administrative response time from the teaching staff is extremely slow.
The library is too small and is very crowded during exam time.
The evening snack options are incredibly limited and plain.",2025-05-16,CollegeDunia,3,0.76,47,9.0,2.0,1.0,5.0,6.5,4.7
R0068,68,"Seacom Skills University, Bolpur","My experience at Seacom Skills University, Bolpur has been mixed, but insightful, reflecting its rank.
We only see mass recruiter only companies with low salary packages.
The campus provides fast wifi across all academic blocks.
Many students find themselves with no placement at the end of the year.
Many labs are severely outdated and contain old equipment.",2024-05-21,Shiksha,2,-0.9,36,5.0,5.0,1.0,3.0,1.0,3.0
R0069,69,"Siliguri Institute of Technology, Siliguri","My experience at Siliguri Institute of Technology, Siliguri has been mixed, but insightful, reflecting its rank.
The campus environment is truly beautiful and feels very spacious.
They use fresh ingredients, which greatly improves the taste.
There are limited options available for vegetarian students.
The college recently introduced a mandatory faculty feedback system.
My professors were consistently helpful and responsive to all queries.
Many great opportunities are provided by good companies visiting the campus.",2025-01-11,Shiksha,4,0.99,46,5.0,9.0,10.0,9.5,5.0,7.7
R0070,70,"Sister Nivedita University, New Town","My experience at Sister Nivedita University, New Town has been mixed, but insightful, reflecting its rank.
I felt some teachers were biased in their evaluation, which was demoralizing.
Student traffic causes severe congestion and loud noise during breaks.
The infrastructure is insufficient to accommodate the increasing number of students.
The plates and glasses are visibly unclean plates sometimes.
The dining area is always spotless and clean dining area.",2024-06-26,Quora,3,-0.26,42,5.0,5.0,9.0,5.0,3.0,5.4
R0071,71,"St. Thomas College of Engineering & Technology, Khidirpur, Kolkata","My experience at St. Thomas College of Engineering & Technology, Khidirpur, Kolkata has been mixed, but insightful, reflecting its rank.
The building maintenance team is quick and responsive to issues.
Attendance is mandatory for all faculty members during exam week.
The placement office is extremely well-organized and supportive cell.
The prices are high cost, making the food unreasonably expensive.
The entire process is highly biased process towards a select group of students.
The infrastructure is insufficient to accommodate the increasing number of students.",2025-07-01,Google Reviews,3,0.64,51,3.0,8.0,5.0,6.5,3.0,5.1
R0072,72,"Supreme Knowledge Foundation Group of Institutions, Mankundu, Hooghly","My experience at Supreme Knowledge Foundation Group of Institutions, Mankundu, Hooghly has been mixed, but insightful, reflecting its rank.
The main block feels run-down and smells bad near the cafeteria.
The dining hall is rarely cleaned between meal times.
The security team is friendly and highly vigilant, making me feel safe.
The lighting is dim lighting, making it difficult to study late.
The power backup system is bad power backup and fails frequently.
We have access to the latest software licenses in all computer labs.",2025-08-20,Google Reviews,3,-0.74,55,5.0,7.0,10.0,5.0,5.0,6.4
R0073,73,"Swami Vivekananda Institute of Science & Technology, Sonarpur","My experience at Swami Vivekananda Institute of Science & Technology, Sonarpur has been mixed, but insightful, reflecting its rank.
We have access to the latest software licenses in all computer labs.
The staff frequently provides slow feedback on assignments and exams.
The preparation is often poor quality, leading to unhygienic concerns.
Communication from the placement cell is slow communication and often unclear.
The library's collection of technical books is inadequate seating.
Placements are poor, and less package offers are the norm for most branches.",2025-03-04,CollegeDunia,2,-0.94,51,1.0,2.0,5.0,1.0,5.0,2.8
R0074,74,Swami Vivekananda University,"My experience at Swami Vivekananda University has been mixed, but insightful, reflecting its rank.
The campus suffers from an unreliable network connection.
There is often no drinking water available on some floors.
Many new faculty members lack depth in their subject matter.
We appreciate the reliable power backup system throughout the campus.
The general upkeep of the facilities is commendable.
The placement cell is unsupportive cell and slow to respond to queries.",2024-11-12,StudentForum,3,-0.74,44,5.0,4.5,5.0,6.5,5.0,5.2
R0075,75,"Techno Engineering Collge Banipur, 24 Parganas-North","My experience at Techno Engineering Collge Banipur, 24 Parganas-North has been mixed, but insightful, reflecting its rank.
I often see flies everywhere near the serving counters.
The mess management is unhygienic and needs immediate oversight.
The service is slow service, leading to long queues during lunch.
Maintenance is poor upkeep, often leaving common areas dirty and unkempt.",2025-08-13,CollegeDunia,2,-0.91,39,2.0,3.0,2.0,1.0,5.0,2.6
R0076,76,"Techno India University, Salt Lake","My experience at Techno India University, Salt Lake has been mixed, but insightful, reflecting its rank.
Their punitive approach makes the learning environment unnecessarily strict.
I wish the professors were more encouraging instead of being overly critical.
The lighting is dim lighting, making it difficult to study late.
Microwaves are available for student use near the main counter.
The lack of green space is depressing, making the campus dull.",2025-09-01,Quora,3,-0.9,44,5.0,3.0,8.0,5.0,5.0,5.2
R0077,77,Techno International Batanagar,"My experience at Techno International Batanagar has been mixed, but insightful, reflecting its rank.
The placement process feels unethical due to lack of transparency.
The presentation is totally unappetizing, making it hard to eat.
The washrooms are constantly dirty washrooms and unhygienic.
The quality of oil used in cooking seems poor quality and oily.",2025-06-21,CollegeDunia,2,-0.95,34,1.0,5.0,2.0,1.0,5.0,2.8
R0078,78,"Techno International New Town, Rajarhat, New Town","My experience at Techno International New Town, Rajarhat, New Town has been mixed, but insightful, reflecting its rank.
The lack of green space is depressing, making the campus dull.
We suffered due to the poor communicator skills of several senior staff.
I wish the professors were more encouraging instead of being overly critical.
The cutlery is dirty cutlery, raising serious hygiene flags.",2024-12-01,CollegeDunia,2,-0.95,40,5.0,5.0,5.0,1.0,5.0,4.2
R0079,79,"Techno Main Salt Lake, Sector-V, Salt Lake","My experience at Techno Main Salt Lake, Sector-V, Salt Lake has been mixed, but insightful, reflecting its rank.
The college has a strong placement record, with students securing high package deals.
A minimum GPA of 7.5 is required to sit for top company interviews.
The worst dishes are served on Sunday nights, consistently disappointing.
There are limited options available for vegetarian students.
The infrastructure is designed for high-tech equipment and future scalability.",2024-06-06,CollegeDunia,3,-0.57,46,5.0,5.0,5.0,10.0,5.0,6.0
R0080,80,"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY","My experience at UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY has been mixed, but insightful, reflecting its rank.
The level of required depth in assignments is often vague and confusing.
The placement statistics seem fake and are skewed to a few top students.
Many instructors are disengaged and lack any real passion for teaching.
The college suffers from inadequate security and bad lighting after dark.
The average package for the ECE department is 5.5 LPA.",2024-12-23,StudentForum,3,-0.93,43,5.0,5.0,5.0,3.0,5.0,4.6
R0081,81,UNIVERSITY OF ENGINEERING AND MANAGEMENT KOLKATA,"My experience at UNIVERSITY OF ENGINEERING AND MANAGEMENT KOLKATA has been mixed, but insightful, reflecting its rank.
The mess management is unhygienic and needs immediate oversight.
The staff is untrained staff and cannot answer basic career questions.
The basketball court is in poor condition and badly maintained.
The institute consistently demonstrates a good ROI for tuition fees.
The plates and glasses are visibly unclean plates sometimes.",2025-09-08,StudentForum,2,-0.83,42,2.0,5.0,7.0,1.0,5.0,4.0
R0082,82,"UNIVERSITY OF KALYANI, KALYANI","My experience at UNIVERSITY OF KALYANI, KALYANI has been mixed, but insightful, reflecting its rank.
Many new faculty members lack depth in their subject matter.
The kitchen area smells bad, suggesting poor ventilation.
The placement team ensures clear communication throughout the hiring cycle.
The maintenance team is slow repairs and unresponsive to complaints.
The common washrooms are rarely cleaned and are constantly dirty.",2025-04-18,CollegeDunia,2,-0.95,43,5.0,1.0,4.0,1.0,5.0,3.2
R0083,83,University Of Calcutta,"My experience at University Of Calcutta has been mixed, but insightful, reflecting its rank.
The placement statistics seem fake and are skewed to a few top students.
There is often no drinking water available on some floors.
The kitchen staff seems disorganized and overwhelmed.
Many of the science labs have broken equipment that is unusable.
The daily menu is monotonous and often leaves the food tasteless.",2025-05-06,Shiksha,2,-0.91,37,1.0,5.0,5.0,3.0,1.0,3.0
R0084,84,West Bengal University of Animal & Fishery Sciences,"My experience at West Bengal University of Animal & Fishery Sciences has been mixed, but insightful, reflecting its rank.
The promised assistance with CV writing never materialized.
Many labs are severely outdated and contain old equipment.
The staff is untrained staff and cannot answer basic career questions.
The maintenance team is slow repairs and unresponsive to complaints.
The faculty email response time is officially 48 hours.
The small size of the campus limits opportunities for large-scale events.",2024-05-09,Google Reviews,2,-0.23,50,5.0,1.0,1.0,5.0,1.0,2.6
